playerId,trialIdx,trialType,score,maxLevelReached,move_1,move_2,move_3,move_4,move_5,move_6,move_7,move_8,networkId,myopic_score,ai_score,sessionId
19a,4.0,individual,-50.0,2.0,-50.0,-50.0,100.0,100.0,0.0,-50.0,-50.0,-50.0,1ca62cab1d2dcf32d337188c0553aa2e,400.0,1250.0,649d8d61d98de2a0b3c5019a
19a,5.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,dcfab60a96317d107e10241fe8e0150a,800.0,1250.0,649d8d61d98de2a0b3c5019a
19a,6.0,individual,550.0,1.0,-50.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,18799c7def90b6aa8fcbcf3b6d2e6176,700.0,1250.0,649d8d61d98de2a0b3c5019a
19a,7.0,individual,-100.0,1.0,0.0,0.0,100.0,0.0,-50.0,-50.0,-50.0,-50.0,b6e43be949154e4c9bb07a41875f8d11,300.0,850.0,649d8d61d98de2a0b3c5019a
19a,8.0,individual,50.0,3.0,0.0,100.0,0.0,100.0,0.0,-50.0,-50.0,-50.0,fd96e4d30861ce81eac2b1500da110fd,300.0,1050.0,649d8d61d98de2a0b3c5019a
19a,9.0,individual,500.0,0.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,cbdf33e22898bbd9050e5fb3442a4ef5,500.0,1250.0,649d8d61d98de2a0b3c5019a
19a,10.0,individual,350.0,1.0,100.0,0.0,0.0,100.0,100.0,-50.0,100.0,0.0,3b18c7b6935747ffc440c2d968029d67,400.0,750.0,649d8d61d98de2a0b3c5019a
19a,11.0,individual,350.0,1.0,-50.0,100.0,100.0,0.0,100.0,0.0,100.0,0.0,19df555d6e3e9c361293fd3093efed3e,400.0,1650.0,649d8d61d98de2a0b3c5019a
19a,12.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,28013806a94017bc21b3a43a0a8e8e34,800.0,1250.0,649d8d61d98de2a0b3c5019a
19a,13.0,individual,550.0,4.0,100.0,0.0,0.0,-50.0,-50.0,-50.0,200.0,400.0,adcb3d92c826f46491113f1484197ff6,100.0,1150.0,649d8d61d98de2a0b3c5019a
19a,14.0,individual,300.0,2.0,-50.0,-50.0,100.0,100.0,100.0,0.0,100.0,0.0,fdd26aa3cd22be88e95eb3bab0061fdb,500.0,1450.0,649d8d61d98de2a0b3c5019a
19a,15.0,individual,350.0,1.0,0.0,100.0,-50.0,100.0,100.0,0.0,100.0,0.0,a3787897d043ce8cdc388cf949aa0b36,400.0,1250.0,649d8d61d98de2a0b3c5019a
19a,16.0,individual,800.0,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9049a08fff8a35de69f3d3da5b2ab41f,800.0,1650.0,649d8d61d98de2a0b3c5019a
19a,17.0,individual,150.0,1.0,0.0,0.0,-50.0,0.0,0.0,100.0,0.0,100.0,225d3c67f2bdddeac9db810fab872655,400.0,1450.0,649d8d61d98de2a0b3c5019a
19a,,try_yourself,,,,,,,,,,,,,,649d8d61d98de2a0b3c5019a
19a,,demonstration,,,,,,,,,,,,,,649d8d61d98de2a0b3c5019a
19b,4.0,individual,1050.0,4.0,-50.0,-50.0,-50.0,200.0,400.0,200.0,200.0,200.0,e33573aa1d73aa986bbccccdbfd506e8,0.0,1050.0,649d8d61d98de2a0b3c5019b
